OBJECTID,Identificador unico del sector catastral,Tipo de sector catastral,Nombre del sector catastral,coord_x,coord_y
1530,001111,0,SANTA ANA SUR,"-74,08509287749999","4,577004813650303"
1531,001107,0,LAS MERCEDES,"-74,08058413500001","4,566914316149987"
1532,002437,0,LA PRADERA,"-74,1620662935","4,572223078650155"
1534,002102,0,SAN ANTONIO,"-74,094119458","4,589461956650684"
1535,002542,0,SERRANÍAS,"-74,113991309","4,499003892147756"
1536,001413,0,LA RESURRECCIÓN,"-74,111428036","4,566440975649966"
1537,004583,0,ARGELIA II,"-74,18446147050003","4,613994265151515"
1540,002403,0,VENECIA OCCIDENTAL,"-74,1432183545","4,591086589650773"
1541,105325,1,SAN BERNARDINO XXV,"-74,2140624125","4,636286058152233"
1543,208110,2,SAN LUIS ALTOS DEL CABO RURAL,"-74,02561691350002","4,671052555653384"
1544,002410,0,PARQUE EL TUNAL,"-74,13605963449999","4,571803153650144"
1545,002404,0,VENECIA,"-74,13816032600002","4,591792852150784"
1546,001319,0,LA GLORIA ORIENTAL,"-74,0911230525","4,545569649649293"
1547,108108,1,PARAMO II,"-74,01923528699999","4,661020825153022"
1548,008411,0,RINCÓN DEL CHICO,"-74,04504348699999","4,6868813271538965"
1549,008404,0,BELLA SUIZA,"-74,03069887250001","4,707378642154531"
1550,005108,0,CIUDAD UNIVERSITARIA,"-74,0856925125","4,638530511652304"
1551,004541,0,EL PARAÍSO BOSA,"-74,16847437549998","4,641074941652414"
1553,002544,0,LOS LAURELES II,"-74,1521183975","4,571785190150128"
1554,008211,0,JUAN XXIII,"-74,05422892349998","4,647003573152594"
1555,006306,0,GRANJAS DE TECHO,"-74,11685800800001","4,642401481652409"
1556,005117,0,RAFAEL NÚÑEZ,"-74,08719639649999","4,643366174652484"
1557,004596,0,ALQUERÍA LA FRAGUA II,"-74,139722038","4,599895028651039"
1558,004567,0,VILLAS DEL PROGRESO,"-74,2016153575","4,623955485651843"
1559,004537,0,CASABLANCA,"-74,1709911595","4,615909751151577"
1560,004564,0,TAIRONA,"-74,157811931","4,640470135652381"
1561,004212,0,TIBANÁ,"-74,10702352749999","4,6108197726514195"
1562,008402,0,COUNTRY CLUB,"-74,041684215","4,712694874154712"
1563,008401,0,LA CALLEJA,"-74,04818285299999","4,711555225654665"
1564,005667,0,CENTRO ENGATIVÁ II,"-74,13671967600001","4,712114466154681"
1565,005308,0,RIONEGRO,"-74,065882029","4,683968018653786"
1566,006515,0,VALLADOLID,"-74,14697595849998","4,645755521152558"
1567,002552,0,JUAN PABLO II,"-74,15005827050001","4,554462903649565"
1569,202410,2,TOCAIMITA ORIENTAL,"-74,09507894750001","4,501567744147847"
1571,009263,0,VILLA ALCÁZAR,"-74,0859246455","4,722888473155065"
1572,005630,0,CIUDAD BACHUÉ,"-74,10075173850001","4,718021565654906"
1573,008513,0,LISBOA,"-74,036083171","4,715491584154821"
1574,008315,0,CHICO NORTE III SECTOR,"-74,05325587249999","4,683178064653763"
1575,008412,0,SANTA BIBIANA,"-74,05151408649999","4,689315977653964"
1576,008414,0,SANTA ANA OCCIDENTAL,"-74,03763625100001","4,689675284153979"
1577,009127,0,ANDES NORTE,"-74,0680905595","4,692560804654068"
1578,005403,0,JULIO FLÓREZ,"-74,07566887799999","4,691071435154013"
1579,004531,0,MANDALAY,"-74,1438928035","4,62878307565199"
1581,001428,0,CERROS DE ORIENTE,"-74,10558807449999","4,555120883649588"
1584,204106,2,NUEVA ESPERANZA,"-74,1635177055","4,547067944149352"
1585,204107,2,EL MIRADOR II,"-74,15983566950001","4,547577208149352"
1586,004634,0,CAÑAVERALEJO,"-74,198144493","4,641342463652395"
1587,009115,0,IBERIA,"-74,06965569050001","4,727031799155191"
1588,005661,0,LUIS CARLOS GALÁN,"-74,09770979550001","4,715857346154802"
1589,008202,0,EMAÚS,"-74,055011132","4,652767498652771"
1590,005654,0,GRAN GRANADA,"-74,125533531","4,719138878154931"
1591,004528,0,PASO ANCHO,"-74,19345504450001","4,611501195151419"
1592,005304,0,LA CASTELLANA,"-74,0614309945","4,683273693653751"
1593,004544,0,LAS DELICIAS,"-74,14510390550001","4,59916329215104"
1594,002507,0,ABRAHAM LINCOLN,"-74,124339185","4,557887608149704"
1595,002632,0,LA REQUILINA,"-74,12018376400002","4,479140192647101"
1596,006505,0,PIO XII,"-74,14934100000002","4,635456052152232"
1597,002304,0,SANTIAGO PÉREZ,"-74,10999083549999","4,586764532650639"
1598,105318,1,SAN BERNARDINO XVIII,"-74,20814483999999","4,618831970151671"
1599,002613,0,EL PROGRESO USME,"-74,10299976299999","4,496706520147692"
1600,008425,0,GINEBRA II,"-74,025441366","4,705733397154511"
1601,002541,0,GRANADA SUR,"-74,122942016","4,518041438148392"
1602,005636,0,ENGATIVÁ ZONA URBANA,"-74,140152368","4,714387044654778"
1603,006533,0,EL TINTAL III,"-74,15092014500001","4,654611320152849"
1604,006418,0,PUENTE GRANDE,"-74,16488651950002","4,69426245215413"
1605,006503,0,VISIÓN DE ORIENTE,"-74,13492853600002","4,651123915652716"
1606,002520,0,LAS MANAS,"-74,16587350750001","4,567187912149994"
1607,002565,0,PARAÍSO QUIBA,"-74,1622837935","4,552139830149487"
1608,001419,0,CALLEJÓN SANTA BARBARA,"-74,11378678450001","4,557399647149679"
1609,006405,0,FERROCAJA FONTIBÓN,"-74,130395158","4,67217918065343"
1610,205308,2,CAÑAVERALEJO RURAL,"-74,2022830905","4,643732658152485"
1611,004101,0,RICAURTE,"-74,09288569","4,608548732651328"
1612,001431,0,LA RESURRECCIÓN I,"-74,10936503049999","4,566075000149965"
1614,001321,0,SAN MARTIN SUR,"-74,09904694","4,551341228149482"
1615,002508,0,TUNJUELITO,"-74,128489852","4,562401341649823"
1616,002506,0,GRAN YOMASA,"-74,1116546755","4,508275596648065"
1617,002504,0,COMPARTIR,"-74,14688287499999","4,556895174149626"
1618,002571,0,ANTONIO JOSÉ DE SUCRE,"-74,11429553349998","4,492511250647556"
1619,004209,0,SANTA MATILDE,"-74,10833960449997","4,601340223151093"
1621,004301,0,SAN RAFAEL INDUSTRIAL,"-74,11127720850001","4,624974279651875"
1622,003215,0,SAN FRANCISCO RURAL,"-74,06723391","4,592773004150802"
1623,007306,0,BAQUERO,"-74,0687974745","4,652537558652765"
1624,005113,0,PAULO VI,"-74,08879887449999","4,650570861152707"
1625,008214,0,CHAPINERO NORTE,"-74,06142716599999","4,650463796152693"
1626,002528,0,SANTA LIBRADA NORTE,"-74,1136942485","4,51666316614834"
1627,001409,0,LAS LOMAS,"-74,10266486","4,562779516149822"
1628,004575,0,LOS LAURELES,"-74,20306898700002","4,614490772651532"
1629,004409,0,ALQUERÍA,"-74,133516773","4,599622362151033"
1630,005631,0,CIUDAD BACHUÉ I ETAPA,"-74,1031160855","4,715348682654788"
1631,002610,0,CHAPINERITO,"-74,10369964750001","4,504165191147932"
1632,004615,0,OSORIO XII,"-74,180791822","4,6428164341524445"
1633,004628,0,BETANIA,"-74,17923505350001","4,627077935151926"
1634,004624,0,LA VEGA SAN BERNARDINO,"-74,207364899","4,619972320651686"
1635,004627,0,GALÁN,"-74,172331082","4,648732474652622"
1636,009124,0,PUENTE LARGO,"-74,06656680649999","4,6971020786542095"
1637,005621,0,FLORIDA BLANCA,"-74,112541577","4,694578981154138"
1638,009108,0,CIUDAD JARDÍN NORTE,"-74,07087260349999","4,722125970155039"
1639,001104,0,MOLINOS DE ORIENTE,"-74,06937514700002","4,567598045149982"
1640,003108,0,LA CAPUCHINA,"-74,07714646","4,604831884151204"
1641,001332,0,VILLABEL,"-74,09566170349999","4,537579585149025"
1642,004592,0,SAN MARTIN,"-74,1879402715","4,628739578151986"
1643,002611,0,CHARALÁ,"-74,107671227","4,501964477647857"
1644,007103,0,LA MAGDALENA,"-74,07080147600001","4,628286885151967"
1645,101309,1,LA ARBOLEDA RURAL,"-74,07474105999998","4,533586094148879"
1646,001407,0,SURAMÉRICA,"-74,09614837500001","4,566118747149944"
1647,002428,0,PRIMAVERA II,"-74,1804300345","4,593395390650847"
1648,002615,0,LA ESPERANZA DE USME,"-74,11063530500002","4,49323929614756"
1649,004518,0,TIMIZA A,"-74,15279366000001","4,609882056151382"
1650,005104,0,EL ROSARIO,"-74,0815934375","4,655439817652855"
1651,007310,0,LA PAZ,"-74,07472366349998","4,6597744016529905"
1652,005203,0,SAN FERNANDO,"-74,07811618599999","4,669363823653309"
1653,004505,0,PROVIVIENDA OCCIDENTAL,"-74,145156096","4,612822950151478"
1654,002620,0,EL NUEVO PORTAL II,"-74,10049280850001","4,491031854647501"
1655,002101,0,LA FRAGUITA,"-74,0994754845","4,592292658150798"
1656,004412,0,REMANSO SUR,"-74,1158965715","4,601405273151087"
1657,004625,0,EL REMANSO I,"-74,20045303650002","4,620194136651687"
1658,005109,0,CENTRO ADMINISTRATIVO OCC.,"-74,09422700250002","4,6433076526524655"
1659,007203,0,CHAPINERO OCCIDENTAL,"-74,06684839349998","4,645404808652522"
1660,001402,0,GUSTAVO RESTREPO,"-74,10813379199999","4,576231411150264"
1661,004633,0,SANTA FE BOSA,"-74,1941951535","4,6370022951522625"
1662,006518,0,OSORIO III,"-74,1666171455","4,648240157652623"
1663,004551,0,HIPOTECHO SUR,"-74,12656693900001","4,623653055651825"
1664,205101,2,VEREDA EL TINTAL URBANO,"-74,149513778","4,6538329921527986"
1665,205102,2,VEREDA EL TINTAL,"-74,13813164800001","4,660489332153022"
1666,005112,0,PARQUE DISTRITAL SALITRE,"-74,08329083199999","4,660820704153037"
1667,002438,0,SIERRA MORENA,"-74,16341504600001","4,5797534636503965"
1669,001309,0,SAN VICENTE,"-74,08838470449999","4,5552007051495975"
1670,004206,0,SAN FRANCISCO,"-74,11022218699998","4,621090232151743"
1672,002205,0,SANTA LUCIA,"-74,1257502345","4,573689029650172"
1673,002306,0,BRAVO PÁEZ,"-74,12084497150002","4,585480873150603"
1675,201105,2,EL REFUGIO I,"-74,041715159","4,668210232653275"
1676,002201,0,OLAYA,"-74,1067493525","4,581569043150459"
1677,002203,0,QUIROGA CENTRAL,"-74,11618914350001","4,579507990650406"
1678,002105,0,SANTANDER,"-74,10952974","4,592436110650827"
1679,002303,0,CENTENARIO,"-74,10790733249999","4,586191175650608"
1680,002310,0,MURILLO TORO,"-74,11774592199998","4,585364602150577"
1681,006411,0,CHARCO URBANO,"-74,1689194665","4,69720728615423"
1682,002411,0,ISLA DEL SOL,"-74,15116165750001","4,591112833650774"
1683,002612,0,LA COMUNA,"-74,100835776","4,500845788147845"
1684,001424,0,BARCELONA SUR,"-74,103982148","4,5649960346499245"
1685,001303,0,CÓRDOBA,"-74,09100152100001","4,564909850649933"
1686,004569,0,JOSÉ ANTONIO GALÁN,"-74,1794577245","4,607332781651287"
1687,005601,0,EL MINUTO DE DIOS,"-74,0893463315","4,700248739654329"
1690,002427,0,GALICIA,"-74,17123442900001","4,59135436465078"
1691,002417,0,BARLOVENTO,"-74,1667165815","4,5917300401508"
1692,002424,0,RINCÓN DE GALICIA,"-74,17424184949999","4,587576258650656"
1693,002448,0,PERDOMO ALTO,"-74,173826765","4,5861112311505945"
1694,102603,1,CENTRO USME RURAL II,"-74,12374986200001","4,467225220646739"
1695,009218,0,ALMIRANTE COLON,"-74,0871092045","4,715570749654804"
1696,002439,0,SIERRA MORENA,"-74,16765569450001","4,580252256150404"
1697,002444,0,SIERRA MORENA II,"-74,16790089100002","4,576238840650278"
1698,002532,0,QUINTAS DEL SUR,"-74,1397577555","4,5466428851493"
1699,006509,0,LUSITANIA,"-74,122227187","4,634836967152202"
1700,004554,0,PATIO BONITO,"-74,1613363445","4,63914499315233"
1701,006104,0,LA FAVORITA,"-74,07848617799999","4,61043798715138"
1702,004530,0,TIMIZA B,"-74,15717017649999","4,610487298151412"
1703,205225,2,LAS ACACIAS RURAL,"-74,178778602","4,651312668652725"
1704,002524,0,LA ANDREA,"-74,11285351500001","4,5129675681482135"
1705,009204,0,EL RINCÓN NORTE,"-74,090800656","4,728708390155253"
1706,002616,0,EL NUEVO PORTAL,"-74,10246633199998","4,492610391147556"
1707,004642,0,ISLANDIA,"-74,194760116","4,616245137651575"
1710,002575,0,CERRO COLORADO,"-74,15742773050002","4,5614474331498105"
1714,001315,0,ALTAMIRA,"-74,0862164955","4,541238902649139"
1715,001325,0,JUAN REY (LA PAZ),"-74,089879352","4,524659659148609"
1716,008405,0,GINEBRA,"-74,02668017300002","4,710074216654645"
1718,008509,0,LOS CEDROS ORIENTAL,"-74,02923570250002","4,723309264655084"
1719,101307,1,TIHUAQUE RURAL,"-74,08063773500001","4,502348033147879"
1720,002521,0,LUCERO ALTO,"-74,14028614099999","4,557941820649701"
1721,002514,0,MEISSEN,"-74,13557440300002","4,559251654649731"
1722,002587,0,BRISAS DEL VOLADOR,"-74,1551151205","4,546711505149307"
1723,001304,0,BELLO HORIZONTE,"-74,09315499850001","4,5617363256497985"
1724,004303,0,BARCELONA,"-74,11502230400001","4,618056261151664"
1725,005637,0,VILLA GLADYS,"-74,13738659399999","4,707820305154577"
1726,003106,0,CENTRO ADMINISTRATIVO,"-74,0764953005","4,596590053650941"
1727,005672,0,LAS NAVETAS,"-74,15852253899999","4,706084242154511"
1728,006408,0,EL CARMEN FONTIBÓN,"-74,15034443899998","4,676236764653542"
1729,001114,0,VELÓDROMO,"-74,08773415850001","4,573275693150183"
1730,004580,0,BOSA NOVA EL PORVENIR,"-74,18976085149998","4,621643244651765"
1731,002449,0,ESPINO I,"-74,17751755549997","4,583261379150533"
1733,005207,0,METRÓPOLIS,"-74,08165241649999","4,680775765153683"
1734,005502,0,LA ESTRADA,"-74,093504991","4,6783578951536136"
1735,005310,0,ESCUELA MILITAR,"-74,07049466500001","4,679623454653664"
1738,002443,0,LA PRIMAVERA I,"-74,17452474500001","4,5906106536507405"
1740,008511,0,CEDRO NARVÁEZ,"-74,03441063","4,721511542155015"
1742,105314,1,EL CORZO RURAL,"-74,19811283450002","4,6479486071526095"
1744,005647,0,VILLAS DE GRANADA,"-74,12573246899998","4,715028385154781"
1746,008410,0,ESCUELA DE INFANTERÍA,"-74,040157187","4,684152552153796"
1747,008409,0,ESCUELA DE CABALLERÍA I,"-74,03308235649999","4,684833957653835"
1748,006506,0,CASTILLA,"-74,1435942235","4,639352036152333"
1749,001430,0,VILLA DE LOS ALPES I,"-74,0988449255","4,561662892149821"
1750,001109,0,LA MARÍA,"-74,08096849149999","4,575415324150258"
1751,102604,1,LA REQUILINA RURAL II,"-74,12241942200001","4,479862201147142"
1752,005307,0,LOS ANDES,"-74,071281545","4,685707435153827"
1753,006109,0,COLSEGUROS,"-74,08518131949998","4,620905064651732"
1754,002202,0,QUIROGA,"-74,11319997999999","4,5802689086504"
1755,001418,0,MARRUECOS,"-74,114106978","4,552780569149508"
1756,008111,0,CATALUÑA,"-74,06371466649998","4,628654064151977"
1757,006101,0,FLORIDA,"-74,08018775349998","4,623694809151832"
1758,002559,0,LOS ALPES SUR,"-74,15391459","4,543832377149226"
1759,004307,0,SAN GABRIEL,"-74,11785062050001","4,6231389436517905"
1760,008102,0,PARQUE NACIONAL,"-74,0615049255","4,622023885651776"
1761,006205,0,INDUSTRIAL CENTENARIO,"-74,09473370500001","4,623818383151817"
1762,006512,0,VILLA ALSACIA,"-74,126898189","4,643650727152469"
1763,002554,0,GIBRALTAR SUR,"-74,142470694","4,5559077741496345"
1765,004204,0,MONTES,"-74,11487736199999","4,610458473151385"
1766,004582,0,RENANIA URAPANES,"-74,14742107800001","4,604751209651203"
1767,002451,0,SAN ANTONIO DEL MIRADOR,"-74,173280799","4,580628476150439"
1768,008515,0,LOS CEDROS,"-74,04650304749998","4,7239075766550975"
1769,004595,0,CHICO SUR,"-74,1932393415","4,623711885651828"
1770,005115,0,PARQUE POPULAR SALITRE,"-74,089561599","4,665557132153195"
1771,006203,0,LA FLORIDA OCCIDENTAL,"-74,087273136","4,623089780651789"
1772,006110,0,USATAMA,"-74,082820526","4,6214554836517525"
1773,008408,0,SANTA ANA,"-74,0298970135","4,686449764153872"
1774,006511,0,LA PAMPA,"-74,138806542","4,652131627152743"
1775,001333,0,ALTOS DEL POBLADO,"-74,086988325","4,548816562149373"
1776,001311,0,LA GLORIA OCCIDENTAL,"-74,0967808325","4,547670649649374"
1777,004105,0,EDUARDO SANTOS,"-74,0899133335","4,594762170150877"
1778,001403,0,HOSPITAL SAN CARLOS,"-74,10843707149999","4,5708847186501025"
1779,002435,0,EL CHIRCAL SUR,"-74,144872367","4,570292001650097"
1780,001410,0,MARCO FIDEL SUAREZ,"-74,12005295050002","4,569152327150036"
1781,002503,0,LA AURORA,"-74,12093923750001","4,523461245148557"
1782,002505,0,NUEVO SAN ANDRÉS,"-74,12000771450002","4,525468810148633"
1783,105210,1,OSORIO X,"-74,18597386800002","4,645783316652544"
1784,001423,0,ARBOLEDA SUR,"-74,11870600649999","4,562615645149831"
1785,004316,0,LAS MARGARITAS,"-74,17546922049999","4,631243943152061"
1786,004609,0,LOS ALMENDROS,"-74,17562486100002","4,646738592152568"
1787,004607,0,CIUDAD DE CALI,"-74,17237919549999","4,640986150152395"
1788,004612,0,DINDALITO,"-74,17521841000001","4,640658735152364"
1789,004626,0,LAS ACACIAS,"-74,1776082225","4,64984307365267"
1790,004601,0,CALANDAIMA,"-74,1671695005","4,6435190101524775"
1791,004614,0,DINDALITO,"-74,1726804205","4,635387443152221"
1793,005634,0,EL CORTIJO,"-74,1186987355","4,728090259155223"
1794,007106,0,ESTRELLA,"-74,07691718250001","4,621422138151766"
1795,004590,0,SAN BERNARDINO XXV URBANO,"-74,21837650450001","4,623499117651839"
1796,007209,0,ALFONSO LÓPEZ,"-74,07346877200001","4,638641522152317"
1798,004577,0,SAN BERNARDINO XXII URBANO,"-74,214655824","4,625936683651884"
1800,001209,0,MODELO SUR,"-74,085582795","4,586153232650615"
1801,008313,0,LAGO GAITÁN,"-74,058438911","4,666077817153207"
1802,007105,0,ARMENIA,"-74,07259491900001","4,618160892151639"
1803,005664,0,EL DORADO,"-74,12152151699999","4,734782050155449"
1804,002631,0,EL NEVADO,"-74,1113769705","4,527031503648658"
1805,002551,0,ALASKA,"-74,11099514099999","4,52985882714877"
1806,004562,0,LLANO GRANDE,"-74,1633332925","4,632686251652107"
1807,007102,0,SANTA TERESITA,"-74,07151036100001","4,6313481831520775"
1808,006207,0,BATALLÓN CALDAS,"-74,10321918100001","4,6303505406520635"
1810,005620,0,FLORENCIA,"-74,10849520949998","4,700115011654314"
1811,009130,0,CANÓDROMO,"-74,05635100400002","4,7107156711546585"
1813,005680,0,VILLA DEL MAR,"-74,122249644","4,699590270154314"
1815,005682,0,CIUDAD BACHUÉ II,"-74,101944463","4,716878501654847"
1816,002586,0,YOMASA NORTE,"-74,121978393","4,5006745646478254"
1817,009112,0,NIZA SUBA,"-74,079103266","4,722531754155032"
1818,004403,0,AUTOPISTA MUZÚ,"-74,12317755799998","4,598073750151018"
1819,006420,0,LA GIRALDA,"-74,14125488799999","4,678859117653646"
1820,005201,0,JORGE ELIECER GAITÁN,"-74,0725057365","4,676228500653538"
1821,008419,0,ESCUELA DE CABALLERÍA II,"-74,03738532","4,680813429153668"
1822,002440,0,SIERRA MORENA,"-74,17010459549999","4,576680046650296"
1823,006206,0,EL EJIDO,"-74,10253157700001","4,624464124651858"
1824,108114,1,PARAMO III RURAL,"-74,02909735350002","4,680920112653681"
1825,005684,0,QUIRIGUA II,"-74,10596281","4,709052961654592"
1826,005116,0,PABLO VI NORTE,"-74,08768073600001","4,655381138152855"
1827,003211,0,GIRARDOT,"-74,074314058","4,586500409150608"
1828,003201,0,SAN BERNARDINO,"-74,0849771215","4,5931306676508274"
1829,002204,0,QUIROGA SUR,"-74,12058687349997","4,578504014650353"
1830,007304,0,CONCEPCIÓN NORTE,"-74,06377311","4,6575765701529335"
1834,006103,0,SANTA FE,"-74,0775440775","4,615878571151573"
1835,004552,0,GUALOCHE,"-74,1823566445","4,600485193651066"
1836,004576,0,CASA BLANCA SUR,"-74,17163061000002","4,61804510565163"
1837,006409,0,BELÉN FONTIBÓN,"-74,15017890499999","4,6816724436537065"
1838,001207,0,NARIÑO SUR,"-74,0876301305","4,581670538150455"
1839,002564,0,EL MINUTO DE MARÍA,"-74,14236214350001","4,53581054714895"
1840,002580,0,BELLA FLOR,"-74,16081893499998","4,545268762149277"
1841,204128,2,QUIBA RURAL,"-74,142761283","4,533521616648886"
1842,006105,0,SAN VICTORINO,"-74,0806711715","4,606203444651241"
1843,001206,0,QUINTA RAMOS,"-74,08818582199999","4,578986506150377"
1844,002568,0,ARBORIZADORA ALTA,"-74,16341198750001","4,564968897649908"
1845,004515,0,TUNDAMA,"-74,14965188050002","4,601325553151109"
1846,006211,0,CUNDINAMARCA,"-74,09041281399999","4,6218385326517595"
1847,002588,0,EL MOCHUELO III URBANO,"-74,13480407699998","4,511953085648197"
1848,009202,0,EL RINCÓN,"-74,09246763600001","4,723405082655094"
1850,002450,0,PERDOMO ALTO,"-74,16656821000001","4,587061650650638"
1851,002433,0,EL PEÑÓN DEL CORTIJO,"-74,166233465","4,584689265150567"
1852,004535,0,CLASS,"-74,17833979900001","4,6139513221515"
1853,003204,0,BELÉN,"-74,0725714155","4,591556543150776"
1854,004525,0,PASTRANA,"-74,16693710800001","4,617651275651641"
1855,004210,0,JORGE GAITÁN CORTES,"-74,11102595900002","4,6076369721512975"
1856,009238,0,SANTA TERESA DE SUBA,"-74,0984022015","4,721138461155009"
1857,002420,0,LA CORUÑA,"-74,152394811","4,5782535901503465"
1859,201502,2,SIBERIA RURAL,"-74,05687301","4,631254074652066"
1860,008105,0,LA MACARENA,"-74,06525579999999","4,614170338151526"
1861,003107,0,SANTA INÉS,"-74,0811007945","4,598955259651024"
1862,004538,0,OLARTE,"-74,1656106065","4,600606607151076"
1863,004202,0,COMUNEROS,"-74,1023982705","4,607307089151283"
1864,004208,0,LOS EJIDOS,"-74,098893153","4,617772325151607"
1865,002590,0,LA FISCALA,"-74,111066238","4,532380204148842"
1866,006201,0,EL RECUERDO,"-74,08749963899999","4,631731146152111"
1867,007101,0,LA SOLEDAD,"-74,075961398","4,629214991152006"
1868,001211,0,POLICARPA,"-74,088664088","4,586967815150641"
1869,002436,0,BELLAVISTA,"-74,16090271250002","4,575281863650259"
1870,007206,0,BELALCÁZAR,"-74,077430639","4,638999150652339"
1871,002408,0,FÁTIMA,"-74,1381290885","4,587273780150643"
1872,004603,0,EL PARAÍSO,"-74,17062238050002","4,642574960652427"
1873,004613,0,PROVIVIENDA OCCIDENTAL,"-74,167824102","4,635668501652208"
1874,004604,0,BRASILIA,"-74,182075158","4,628545329651999"
1875,005648,0,VILLA AMALIA,"-74,1243151745","4,708505713154578"
1876,102707,1,OLARTE,"-74,12100623949999","4,443705299645948"
1877,002543,0,COMUNEROS,"-74,10941613649999","4,498145754647739"
1878,006301,0,SANTA CECILIA,"-74,11902124950001","4,675002003153502"
1879,004563,0,GUADALUPE,"-74,15539379650002","4,597512309650969"
1880,004406,0,OSPINA PÉREZ,"-74,12937607650002","4,5994745221510485"
1881,004533,0,EL RETAZO,"-74,194876059","4,606010952651266"
1882,004503,0,PROVIVIENDA ORIENTAL,"-74,13227360299999","4,6137935801514995"
1883,004211,0,BOCHICA,"-74,107545311","4,605111676151231"
1884,004504,0,PROVIVIENDA,"-74,13576001700002","4,612233301651452"
1885,001108,0,SAN CRISTÓBAL SUR,"-74,07872219200001","4,571048696650097"
1886,002560,0,BELLAVISTA LUCERO ALTO,"-74,145188284","4,547803355649361"
1887,008301,0,CHICO NORTE II SECTOR,"-74,04398773599999","4,680488963153662"
1888,006531,0,CIUDAD TECHO II,"-74,15087253800002","4,639521136152329"
1889,006521,0,SABANA GRANDE,"-74,15101824549998","4,668446932153282"
1890,002555,0,SAN JUAN BAUTISTA,"-74,11931126649998","4,513720526148262"
1892,105402,1,CHARCO RURAL,"-74,16849968","4,701095432654357"
1893,002307,0,INGLES,"-74,1230499035","4,584391947150543"
1894,002308,0,CLARET,"-74,12754431300002","4,583417542650519"
1895,004617,0,TINTALITO,"-74,17024121350002","4,630437337152065"
1896,004611,0,EL JAZMÍN,"-74,17827532800001","4,646080179652572"
1897,004605,0,CHICALÁ,"-74,18070865800001","4,62473789615186"
1898,205209,2,EL JAZMÍN,"-74,1802103215","4,649663383652683"
1899,004619,0,CHUCUA DE LA VACA III,"-74,1639308915","4,629141923651991"
1900,004632,0,LA CABANA,"-74,19147767349997","4,6326004276521395"
1901,004593,0,LA LIBERTAD,"-74,19023779950001","4,628671413651989"
1902,004618,0,DINTALITO,"-74,16923236199997","4,63347348415215"
1905,008514,0,EL CONTADOR,"-74,04421873999999","4,720255838654976"
1906,005666,0,LA FAENA,"-74,13482857100001","4,71625896865484"
1907,208126,2,SAN ISIDRO RURAL II,"-74,01766463800001","4,666446564153205"
1908,205221,2,GALÁN RURAL,"-74,17541874599999","4,653105552652806"
1909,102405,1,PEPINITOS,"-74,09483447399998","4,4981296401477415"
1910,009116,0,PRADO VERANIEGO NORTE,"-74,06282030949998","4,720117248654968"
1912,005503,0,BELLAVISTA OCCIDENTAL,"-74,08935418749999","4,67645435265352"
1913,001205,0,SOSIEGO,"-74,09137093999999","4,576929576650295"
1914,002573,0,ARBORIZADORA ALTA,"-74,159235983","4,5675777446499986"
1915,205402,2,EL CHARCO,"-74,16961735999999","4,696342756654193"
1916,001420,0,EL PLAYÓN,"-74,12122734799999","4,561275415149807"
1918,001404,0,SOSIEGO SUR,"-74,09934599799999","4,573115358150174"
1919,001308,0,SANTA INÉS SUR,"-74,08725455349997","4,558904638649709"
1920,003109,0,VERACRUZ,"-74,07246030500002","4,603737391151191"
1921,001362,0,ARBOLEDA SANTA TERESITA,"-74,08558843200001","4,526980999148663"
1922,002311,0,VILLA MAYOR,"-74,12572703950002","4,589665044650728"
1923,002570,0,EL MIRADOR,"-74,15621830750001","4,552266359149487"
1924,003104,0,LA CONCORDIA,"-74,0695824945","4,597533229650962"
1925,008512,0,CEDRITOS,"-74,03509838050002","4,71930078965495"
1926,004201,0,PENSILVANIA,"-74,0975606785","4,612622190651457"
1927,008101,0,SAGRADO CORAZÓN,"-74,06763409550001","4,624955521651868"
1928,008518,0,CAOBOS SALAZAR,"-74,03666864500002","4,7292959836552715"
1929,202309,2,EL BOSQUE SUR ORIENTAL RURAL III,"-74,0810900925","4,473325050646924"
1930,201108,2,EL REFUGIO II,"-74,04409064949999","4,664215670653147"
1931,108113,1,BOSQUE DE PINOS III RURAL,"-74,02060509950002","4,7286542421552475"
1932,005504,0,LA ESTRADITA,"-74,09263925900001","4,672617559153423"
1934,008314,0,ANTIGUO COUNTRY,"-74,0569665495","4,671665461653383"
1935,002538,0,USMINIA,"-74,11567135749999","4,493847024147586"
1936,002530,0,QUIBA,"-74,14239499600001","4,538854288149045"
1937,004203,0,LA ASUNCIÓN,"-74,10439702300002","4,602897839651153"
1938,002633,0,LAS VIOLETAS,"-74,080912036","4,498932378147769"
1939,003212,0,LOURDES,"-74,074035624","4,588535052650673"
1940,001414,0,MOLINOS DEL SUR,"-74,11841998850002","4,555946462649594"
1941,005510,0,EL LAUREL,"-74,09646498800001","4,681021077653687"
1942,105223,1,OSORIO XXIII,"-74,1895984555","4,649471123152651"
1943,205316,2,VILLA EMMA,"-74,20474502049998","4,621567407651766"
1944,006417,0,VILLA CARMENZA,"-74,151183513","4,681490477153721"
1945,005605,0,EL ENCANTO,"-74,1053569565","4,678529832653618"
1946,005205,0,SIMÓN BOLÍVAR,"-74,080020685","4,67876185615361"
1947,008403,0,LA CAROLINA,"-74,0377162655","4,708495971654603"
1948,002546,0,NACIONES UNIDAS,"-74,148910062","4,541360371149146"
