llave-barrio,Fecha,coord_x,coord_y
OSPINA PEREZ-16,59,-74.12937607650002,4.5994745221510485
PALERMO-13,311,-74.07189290349999,4.635076679152208
PALERMO-18,25,-74.1093717695,4.541943632149163
PALO BLANCO-10,44,-74.09441678349998,4.684145818153815
PALOQUEMAO-14,552,-74.08708548800001,4.615248473651526
PAMPA-8,11,-74.138806542,4.652131627152743
PARAISO-2,17,-74.05872913000002,4.627592701651948
PARAISO-8,16,-74.17062238050002,4.642574960652427
PARDO RUBIO-2,145,-74.05963949574999,4.634572761402177
PARIS GAITAN-10,89,-74.09661453800001,4.704886256654445
PARQUE NACIONAL-3,143,-74.0584315985,4.606770603317943
PASADENA-11,81,-74.06336734550001,4.692719398154081
PASO ANCHO-7,20,-74.19345504450001,4.611501195151419
PASTRANA-8,37,-74.16693710800001,4.617651275651641
PATIO BONITO-8,939,-74.16257548716668,4.639429030318997
PATRIA-12,85,-74.06469776349999,4.676378018153551
PAZ-12,79,-74.07472366349998,4.6597744016529905
PAZ-18,35,-74.114452755,4.5421850846491765
PEDREGAL-5,2,-74.11190469875,4.521228518898495
PEPITA-14,84,-74.08956308949999,4.604769951651214
PERDOMO-19,260,-74.16990466516667,4.5851784338172425
PERSEVERANCIA-3,118,-74.06330696375001,4.6173075796516265
PICOTA-18,45,-74.1171876805,4.5476711796493365
PIO XII-8,107,-74.14934100000002,4.635456052152232
POLO CLUB-12,384,-74.06295661300001,4.67233108565343
PORCIUNCULA-2,531,-74.05736942349998,4.6595352206529945
PORTAL DDIVINO-5,8,-74.0981035065,4.486395057147364
PORVENIR-5,177,-74.10378230975,4.5100065716481215
PORVENIR-7,89,-74.18673646100001,4.640107697152354
POTOSI-11,92,-74.07779681099998,4.698701383654273
POTOSI-19,16,-74.1705090495,4.568999111150056
PRADERA-16,134,-74.12102795700002,4.625299518151898
PRADO PINZON-11,231,-74.05468671349999,4.727102327655167
PRADO VERANIEGO-11,513,-74.06098014599999,4.716821760488195
PRIMAVERA-10,21,-74.10248214,4.709423718654623
PRIMAVERA-16,67,-74.109450245,4.615177339151563
PRIMAVERA-19,46,-74.17747738975001,4.592003022150793
PRIMERO DE MAYO-4,25,-74.0899160255,4.57257475765017
PROGRESO-14,70,-74.093100021,4.600956176151068
PROVIVIENDA-16,25,-74.125551736,4.613892988651505
PROVIVIENDA-8,142,-74.1452534545,4.61862958340166
PUEBLO VIEJO-9,1,-74.15419831649999,4.709049125654607
PUENTE ARANDA-16,234,-74.10651299400001,4.632806234152134
PUENTE COLORADO-4,3,-74.0828433465,4.541941023149159
PUENTE GRANDE-9,37,-74.16488651950002,4.69426245215413
PUENTE LARGO-11,134,-74.06656680649999,4.6971020786542095
PUERTA DE TEJA-9,51,-74.1269032875,4.679117437153629
PUERTO RICO-18,17,-74.1090530445,4.560354412149772
QUESADA-13,160,-74.0682046835,4.638892133652327
QUIBA-19,20,-74.14119173325,4.540085580649095
QUINDIO-4,6,-74.07989859949998,4.537465813649023
QUINTA CAMACHO-2,492,-74.05944901450002,4.655027645152862
QUINTA MUTIS-12,44,-74.0736135745,4.653486663652786
QUINTA PAREDES-13,335,-74.093940041,4.635255398152203
QUINTA RAMOS-4,10,-74.08818582199999,4.578986506150377
QUINTAS DSUR-19,22,-74.1397577555,4.5466428851493
QUIRIGUA-10,244,-74.1027864195,4.709749160654623
RAFAESCAMILLA-19,24,-74.15985708399998,4.594197002650848
RAFANUNEZ-13,65,-74.08719639649999,4.643366174652484
RAMAJAL-4,25,-74.08184779850001,4.55954325964974
REAL-10,35,-74.10254706450002,4.681362914653706
RECUERDO-13,180,-74.08749963899999,4.631731146152111
REFUGIO-2,18,-74.043143852,4.667039988986569
REFUGIO-5,5,-74.09815013300002,4.488516453147443
REFUGIO-9,25,-74.14913428950001,4.691410886654024
REMANSO-16,166,-74.1145706615,4.60205256615112
REMANSO-7,18,-74.20341769916668,4.617953139818305
RESTREPO-15,730,-74.10239155300002,4.587498600650647
RESURRECCION-18,56,-74.11039653325,4.566257987899966
RETIRO-2,698,-74.05159656149999,4.666540625153203
RICAURTE-14,909,-74.09288569,4.608548732651328
RINCON DE GALICIA-19,22,-74.17424184949999,4.587576258650656
RINCON DE SUBA-11,235,-74.095791413,4.722057048655034
RINCON-11,92,-74.09246763600001,4.723405082655094
RIONEGRO-12,115,-74.065882029,4.683968018653786
RIVIERA-10,44,-74.13180265049999,4.7124108681546915
ROCIO-3,20,-74.06988615400002,4.5826294281505096
ROMA-8,152,-74.1735367155,4.610618902151403
ROSALES-2,117,-74.04852514750002,4.6600237676530165
ROSARIO-12,81,-74.0815934375,4.655439817652855
RUBI-8,9,-74.17629582150002,4.609397898151362
SABANA GRANDE-9,77,-74.15101824549998,4.668446932153282
SABANA-14,93,-74.08715944100001,4.607926366651328
SAGRADO CORAZON-3,217,-74.06763409550001,4.624955521651868
SALAZAR GOMEZ-16,328,-74.11500005849999,4.632386895152106
SALITRE-13,137,-74.0982575075,4.652323064652755
SALLE-2,44,-74.05864428599997,4.6445168751524974
SAMORE-6,53,-74.1333684725,4.58278526665049
SAMPER-3,226,-74.069434642,4.619095839151684
SAN AGUSTIN-18,32,-74.1092940995,4.5497260351494395
SAN ANTONIO-10,2,-74.1316908295,4.702449971654379
SAN ANTONIO-15,115,-74.094119458,4.589461956650684
SAN ANTONIO-7,30,-74.19759097849999,4.625412492651888
SAN BENITO-6,69,-74.135519233,4.563790562649878
SAN BERNARDINO POTRERITOS-7,19,-74.20492548349998,4.6225321531517976
SAN BERNARDINO XVIII-7,7,-74.2097908495,4.617592928901628
SAN BERNARDINO-7,75,-74.20116170874999,4.621727052401742
SAN BLAS-4,74,-74.0816824875,4.564633652899908
SAN CARLOS-6,23,-74.13171494,4.56626881164994
SAN CAYETANO-11,34,-74.09665195849999,4.726195170655171
SAN CRISTOBAL-4,130,-74.065842426,4.56014958889975
SAN DIEGO-3,533,-74.06903230499998,4.613092049651462
SAN EUSEBIO-16,64,-74.12414119000002,4.607469017151297
SAN FELIPE-12,199,-74.064084793,4.662951282153128
SAN FELIPE-5,4,-74.09779301025,4.5015239036478345
SAN FERNANDO-12,232,-74.07996129224999,4.6717892176533855
SAN FRANCISCO-16,39,-74.11022218699998,4.621090232151743
SAN FRANCISCO-19,206,-74.14911485649998,4.5627588771498395
SAN GABRIEL-16,13,-74.11785062050001,4.6231389436517905
SAN GABRINORTE-1,9,-74.02670255325,4.700696040654337
SAN JOAQUIN-10,58,-74.09903613999998,4.677550408153583
SAN JORGE-18,102,-74.11907554849998,4.571099597150113
SAN JOSE DPRADO-11,70,-74.05844330900001,4.722632388655036
SAN JUAN BAUTISTA-5,4,-74.11931126649998,4.513720526148262
SAN LUIS-13,159,-74.071671724,4.6467371626525935
SAN MARTIN-3,145,-74.0673879785,4.617053655651583
SAN MARTIN-7,16,-74.1879402715,4.628739578151986
SAN MIGUEL-12,74,-74.078722065,4.662111400153064
SAN PABLO-9,26,-74.15715853249998,4.688517582653933
SAN PEDRO-4,15,-74.08465581499999,4.563851403649874
SAN PEDRO-7,14,-74.19237748949999,4.620039336651693
SAN PEDRO-9,10,-74.158004981,4.665043565653161
SAN VICENTE FERRER-6,120,-74.13957261049998,4.581380683150439
SAN VICENTE-4,19,-74.08838470449999,4.5552007051495975
SAN VICTORINO-14,167,-74.0806711715,4.606203444651241
SANTA ANA-1,141,-74.03376663225,4.688062524153926
SANTA ANA-4,36,-74.08509287749999,4.577004813650303
SANTA BARBARA-1,1084,-74.03951583616667,4.6998387689876475
SANTA BARBARA-3,39,-74.078074348,4.59231844565082
SANTA BIBIANA-1,380,-74.05151408649999,4.689315977653964
SANTA CATALINA-8,53,-74.1529876795,4.604981049151222
SANTA CECILIA-10,33,-74.11123391199999,4.677902375653588
SANTA CECILIA-9,205,-74.11902124950001,4.675002003153502
SANTA FE-14,419,-74.0775440775,4.615878571151573
SANTA HELENA-11,133,-74.06277736599998,4.731092024155339
SANTA HELENITA-10,164,-74.1044597065,4.690315897653997
SANTA LIBRADA-5,145,-74.11633982650001,4.516588898398345
SANTA LUCIA-18,192,-74.1257502345,4.573689029650172
SANTA MATILDE-16,117,-74.10833960449997,4.601340223151093
SANTA ROSA-11,48,-74.07919357150001,4.693827011654099
SANTA SOFIA-12,95,-74.06772339100002,4.670831091153359
SANTA TERESITA-13,133,-74.07151036100001,4.6313481831520775
SANTA VIVIANA-19,20,-74.17406929999999,4.577154358150313
SANTIAGO PEREZ-18,23,-74.10999083549999,4.586764532650639
SANTO DOMINGO-19,18,-74.1772035125,4.5795938086504115
SATELITE-19,12,-74.14741815000002,4.568468697650007
SAUCEDAL-8,28,-74.16199575600001,4.6351778351522075
SAUCES-7,16,-74.1911056415,4.6169209081516005
SEMINARIO-2,6,-74.03850778999998,4.674444561653476
SENA-15,38,-74.11021399999998,4.596481014650944
SERENA-10,83,-74.09153187999999,4.707693616654554
SERRANIAS-5,13,-74.112861099,4.498400065147745
SIBERIA-2,21,-74.0481250965,4.626891286151917
SIERRA MORENA-19,92,-74.16726905675,4.578231151775343
SIETE DE AGOSTO-12,349,-74.0711017205,4.657731006152941
SIMON BOLIVAR-12,79,-74.080020685,4.67876185615361
SOCHES-5,2,-74.088640196,4.499916243147797
SOLEDAD-10,21,-74.1025454185,4.696989917154207
SOLEDAD-13,426,-74.075961398,4.629214991152006
SOTAVENTO-19,17,-74.13937551500001,4.543883427649218
SUBA-11,213,-74.09121278174999,4.724315524655093
SUCRE-2,338,-74.0663042185,4.629151352652007
SURAMERICA-4,37,-74.09614837500001,4.566118747149944
TABORA-10,121,-74.0992690235,4.693965516154135
TAIRONA-8,23,-74.157811931,4.640470135652381
TECHO-8,120,-74.14477577516666,4.637588199152262
TEJAR-16,24,-74.1290396025,4.606098139651255
TESORO-19,25,-74.148701158,4.53648341314897
TEUSAQUILLO-13,822,-74.072637512,4.622612608151787
TIBABUYES-11,230,-74.112642924,4.735316621655464
TIBANA-16,24,-74.10702352749999,4.6108197726514195
TIMIZA-8,71,-74.15024549,4.616106948151591
TINTAL-8,409,-74.15231236133333,4.65039333615269
TINTAL-9,76,-74.14580514800001,4.665436452528191
TOCAREMA-8,28,-74.16354184349998,4.613045080651481
TRES REYES-19,1,-74.1790869475,4.58831090590067
